Funct,Pronoun,Ppron,I,We,You,SheHe,They,Ipron,Article,Verbs,AuxVb,Past,Present,Future,Adverbs,Prep,Conj,Negate,Quant,Numbers,Swear,Social,Family,Friends,Humans,Affect,Posemo,Negemo,Anx,Anger,Sad,CogMech,Insight,Cause,Discrep,Tentat,Certain,Inhib,Incl,Excl,Percept,See,Hear,Feel,Bio,Body,Health,Sexual,Ingest,Relativ,Motion,Space,Time,Work,Achiev,Leisure,Home,Money,Relig,Death,Assent,Nonflu,Filler
wasn't,,,,,,,,,,,,,,,,,,,,,,thy,,,,hopefulness,wonderf*,,,,,made,,,,,,,,,,,,,wear,,,,,,,,,,,,,,,,,,
we,,,,,,,,,,,,,,,,,,,,,,told,,,,hopeless*,worship*,,,,,mainly,,,,,,,,,,,,,weary,,,,,,,,,,,,,,,,,,
we'd,,,,,,,,,,,,,,,,,,,,,,transact*,,,,hopes,worthwhile,,,,,make ,,,,,,,,,,,,,weigh ,,,,,,,,,,,,,,,,,,
well,,,,,,,,,,,,,,,,,,,,,,uncle,,,,hoping,wow*,,,,,maker*,,,,,,,,,,,,,weighed,,,,,,,,,,,,,,,,,,
we'll,,,,,,,,,,,,,,,,,,,,,,uncles,,,,horr*,yay,,,,,makes,,,,,,,,,,,,,weighing*,,,,,,,,,,,,,,,,,,
were,,,,,,,,,,,,,,,,,,,,,,uncle's,,,,hostil*,yays,,,,,making,,,,,,,,,,,,,weighs,,,,,,,,,,,,,,,,,,
we're,,,,,,,,,,,,,,,,,,,,,,ur,,,,hug,,,,,,manipul*,,,,,,,,,,,,,weight,,,,,,,,,,,,,,,,,,
weren't,,,,,,,,,,,,,,,,,,,,,,us,,,,hugg*,,,,,,marginal*,,,,,,,,,,,,,wheez*,,,,,,,,,,,,,,,,,,
weve,,,,,,,,,,,,,,,,,,,,,,visit*,,,,hugs,,,,,,matter*,,,,,,,,,,,,,whiskey*,,,,,,,,,,,,,,,,,,
we've,,,,,,,,,,,,,,,,,,,,,,we,,,,humiliat*,,,,,,may,,,,,,,,,,,,,whisky*,,,,,,,,,,,,,,,,,,
what,,,,,,,,,,,,,,,,,,,,,,wed,,,,humor*,,,,,,maybe,,,,,,,,,,,,,whore*,,,,,,,,,,,,,,,,,,
whatever,,,,,,,,,,,,,,,,,,,,,,we'd,,,,humour*,,,,,,mean,,,,,,,,,,,,,wine,,,,,,,,,,,,,,,,,,
whats,,,,,,,,,,,,,,,,,,,,,,wedding*,,,,hurra*,,,,,,meaning*,,,,,,,,,,,,,wines,,,,,,,,,,,,,,,,,,
what's,,,,,,,,,,,,,,,,,,,,,,weds,,,,hurt*,,,,,,means,,,,,,,,,,,,,withdrawal,,,,,,,,,,,,,,,,,,
when,,,,,,,,,,,,,,,,,,,,,,welcom*,,,,ideal*,,,,,,meant,,,,,,,,,,,,,womb*,,,,,,,,,,,,,,,,,,
whenever,,,,,,,,,,,,,,,,,,,,,,we'll,,,,idiot,,,,,,memor*,,,,,,,,,,,,,wound*,,,,,,,,,,,,,,,,,,
where,,,,,,,,,,,,,,,,,,,,,,we're,,,,ignor*,,,,,,might,,,,,,,,,,,,,wrist*,,,,,,,,,,,,,,,,,,
whereas,,,,,,,,,,,,,,,,,,,,,,weve,,,,immoral*,,,,,,mightve,,,,,,,,,,,,,xanax,,,,,,,,,,,,,,,,,,
wheres,,,,,,,,,,,,,,,,,,,,,,we've,,,,impatien*,,,,,,might've,,,,,,,,,,,,,xray*,,,,,,,,,,,,,,,,,,
where's,,,,,,,,,,,,,,,,,,,,,,who,,,,impersonal,,,,,,mind,,,,,,,,,,,,,yawn*,,,,,,,,,,,,,,,,,,
whether,,,,,,,,,,,,,,,,,,,,,,whod,,,,impolite*,,,,,,misle*,,,,,,,,,,,,,zit,,,,,,,,,,,,,,,,,,
which,,,,,,,,,,,,,,,,,,,,,,who'd,,,,importan*,,,,,,mistak*,,,,,,,,,,,,,zits,,,,,,,,,,,,,,,,,,
whichever,,,,,,,,,,,,,,,,,,,,,,wholl,,,,impress*,,,,,,misunder*,,,,,,,,,,,,,zoloft,,,,,,,,,,,,,,,,,,
while,,,,,,,,,,,,,,,,,,,,,,who'll,,,,improve*,,,,,,most,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
who,,,,,,,,,,,,,,,,,,,,,,whom,,,,improving,,,,,,mostly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whod,,,,,,,,,,,,,,,,,,,,,,whos,,,,inadequa*,,,,,,motiv*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
who'd,,,,,,,,,,,,,,,,,,,,,,who's,,,,incentive*,,,,,,must,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole,,,,,,,,,,,,,,,,,,,,,,whose,,,,indecis*,,,,,,mustnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholl,,,,,,,,,,,,,,,,,,,,,,wife*,,,,ineffect*,,,,,,must'nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
who'll,,,,,,,,,,,,,,,,,,,,,,willing,,,,inferior* ,,,,,,mustn't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whom,,,,,,,,,,,,,,,,,,,,,,wive*,,,,inhib*,,,,,,mustve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whose,,,,,,,,,,,,,,,,,,,,,,woman,,,,innocen*,,,,,,must've,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
will,,,,,,,,,,,,,,,,,,,,,,womanhood,,,,insecur*,,,,,,myster*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with,,,,,,,,,,,,,,,,,,,,,,womanly,,,,insincer*,,,,,,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
within,,,,,,,,,,,,,,,,,,,,,,woman's,,,,inspir*,,,,,,nearly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
without,,,,,,,,,,,,,,,,,,,,,,women*,,,,insult*,,,,,,necessar*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wont,,,,,,,,,,,,,,,,,,,,,,write,,,,intell*,,,,,,need,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
won't,,,,,,,,,,,,,,,,,,,,,,writing,,,,interest*,,,,,,needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worst,,,,,,,,,,,,,,,,,,,,,,wrote,,,,interrup*,,,,,,needing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
would,,,,,,,,,,,,,,,,,,,,,,ya,,,,intimidat*,,,,,,neednt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wouldnt,,,,,,,,,,,,,,,,,,,,,,yall,,,,invigor*,,,,,,need'nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wouldn't,,,,,,,,,,,,,,,,,,,,,,y'all,,,,irrational*,,,,,,needn't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wouldve,,,,,,,,,,,,,,,,,,,,,,ye,,,,irrita*,,,,,,needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
would've,,,,,,,,,,,,,,,,,,,,,,you,,,,isolat*,,,,,,neglect*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ya,,,,,,,,,,,,,,,,,,,,,,youd,,,,jaded,,,,,,never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yall,,,,,,,,,,,,,,,,,,,,,,you'd,,,,jealous*,,,,,,news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y'all,,,,,,,,,,,,,,,,,,,,,,youll,,,,jerk,,,,,,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ye,,,,,,,,,,,,,,,,,,,,,,you'll,,,,jerked,,,,,,not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yet,,,,,,,,,,,,,,,,,,,,,,your ,,,,jerks,,,,,,notice*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you,,,,,,,,,,,,,,,,,,,,,,youre,,,,joke*,,,,,,noticing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youd,,,,,,,,,,,,,,,,,,,,,,you're,,,,joking,,,,,,obedien*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you'd,,,,,,,,,,,,,,,,,,,,,,yours,,,,joll*,,,,,,obey*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youll,,,,,,,,,,,,,,,,,,,,,,youve,,,,joy*,,,,,,obscur*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you'll,,,,,,,,,,,,,,,,,,,,,,you've,,,,keen*,,,,,,obstac*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
your ,,,,,,,,,,,,,,,,,,,,,,,,,,kidding,,,,,,obvious*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youre,,,,,,,,,,,,,,,,,,,,,,,,,,kill*,,,,,,occasional*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you're,,,,,,,,,,,,,,,,,,,,,,,,,,kind,,,,,,often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yours,,,,,,,,,,,,,,,,,,,,,,,,,,kindly,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
youve,,,,,,,,,,,,,,,,,,,,,,,,,,kindn*,,,,,,opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you've,,,,,,,,,,,,,,,,,,,,,,,,,,kiss*,,,,,,oppos*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zero,,,,,,,,,,,,,,,,,,,,,,,,,,laidback,,,,,,option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zillion*,,,,,,,,,,,,,,,,,,,,,,,,,,lame*,,,,,,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,laugh*,,,,,,organiz*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lazie*,,,,,,origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lazy,,,,,,originat*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,liabilit*,,,,,,origins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,liar*,,,,,,ought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,libert*,,,,,,oughta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lied,,,,,,oughtnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lies,,,,,,ought'nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,like,,,,,,oughtn't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,likeab*,,,,,,oughtve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,liked,,,,,,ought've,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,likes,,,,,,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,liking,,,,,,outcome*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,livel*,,,,,,outstanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,LMAO,,,,,,overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,LOL,,,,,,partly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lone*,,,,,,perceiv*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,longing*,,,,,,percept*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lose,,,,,,perfect*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,loser*,,,,,,perhaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,loses,,,,,,permit*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,losing,,,,,,pick ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,loss*,,,,,,plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lost,,,,,,ponder*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lous*,,,,,,positiv*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,love,,,,,,possib*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,loved,,,,,,practically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lovely,,,,,,precis*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lover*,,,,,,prefer*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,loves,,,,,,presum*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,loving*,,,,,,pretty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,low*,,,,,,prevent*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,loyal*,,,,,,probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,luck,,,,,,probablistic*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lucked,,,,,,probably,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lucki*,,,,,,problem*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,luckless*,,,,,,produc*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lucks,,,,,,prohib*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lucky,,,,,,proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ludicrous*,,,,,,prove*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,lying,,,,,,proving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mad,,,,,,provoc*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,maddening,,,,,,provok*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,madder,,,,,,prude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,maddest,,,,,,prudes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,madly,,,,,,prudish*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,magnific*,,,,,,pure*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,maniac*,,,,,,purpose*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,masochis*,,,,,,puzzl*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,melanchol*,,,,,,quer*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,merit*,,,,,,question*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,merr*,,,,,,quite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mess,,,,,,random*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,messy,,,,,,rather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,miser*,,,,,,rational*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,miss,,,,,,react*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,missed,,,,,,real ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,misses,,,,,,reality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,realiz*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mistak*,,,,,,really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mock,,,,,,rearrang*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mocked,,,,,,reason*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mocker*,,,,,,recall*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mocking,,,,,,reckon*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mocks,,,,,,recogni*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,molest*,,,,,,recollect*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mooch*,,,,,,reconcil*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mood,,,,,,reconsider*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,moodi*,,,,,,reconstruct*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,moods,,,,,,reevaluat*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,moody,,,,,,refer*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,moron*,,,,,,reflect*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,mourn*,,,,,,refrain*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,murder*,,,,,,refus*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,nag*,,,,,,regardless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,nast*,,,,,,regret*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,neat*,,,,,,rein*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,needy,,,,,,relate*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,neglect*,,,,,,relating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,nerd*,,,,,,relation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,nervous*,,,,,,reluctan*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,neurotic*,,,,,,rememb*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,nice*,,,,,,reorgani*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,numb*,,,,,,repress*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,nurtur*,,,,,,requir*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,obnoxious*,,,,,,reserved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,obsess*,,,,,,resolu*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,offence*,,,,,,resolv*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,offend*,,,,,,response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,offens*,,,,,,responsib*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ok,,,,,,restrain*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,okay,,,,,,restrict*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,okays,,,,,,restructur*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,oks,,,,,,result*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,openminded*,,,,,,retain*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,openness,,,,,,rethink*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,opportun*,,,,,,reveal*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,optimal*,,,,,,revelat*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,optimi*,,,,,,rigid*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,original,,,,,,root*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,outgoing,,,,,,safe*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,outrag*,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,overwhelm*,,,,,,save,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,pain,,,,,,secret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,pained,,,,,,secrets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,painf*,,,,,,seem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,paining,,,,,,seemed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,painl*,,,,,,seeming*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,pains,,,,,,seems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,palatabl*,,,,,,sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,panic*,,,,,,sensed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,paradise,,,,,,senses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,paranoi*,,,,,,sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,partie*,,,,,,shaki*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,party*,,,,,,shaky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,passion*,,,,,,should,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,pathetic*,,,,,,shouldnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,peace*,,,,,,should'nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,peculiar*,,,,,,shouldn't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,perfect*,,,,,,shoulds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,personal,,,,,,shouldve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,perver*,,,,,,should've,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,pessimis*,,,,,,sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,petrif*,,,,,,since,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,pettie*,,,,,,solution*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,petty*,,,,,,solve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,phobi*,,,,,,solved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,piss*,,,,,,solves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
